category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",967629abf1d1ad6b075ac01c544874d77c0c0175ce7f38a32085f732b41a2b06,131625363,,10,52.629982,-1.134642,On or near Lower Brown Street,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a93e951284b0fc72720f75dd901f5f84d474bbf5159affc54d5d889c739f34d7,131625405,,10,52.625906,-1.129271,On or near Tigers Way,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f09ae25f3499881849f4469c39410c740a52f74e609fba4894f8be8f8d68c4f4,131625562,,10,52.631624,-1.125641,On or near Station Street,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",f942fafeec06dbe1700b5ae81d4526fcd324b89d01a65c80aaa1aa59d9556bc2,131625970,,10,52.635555,-1.129626,On or near Yeoman Lane,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",dfad9bfd3623790cc1165e69fadc02d78f330bcd31ebf2305fd8c790429441f1,131626202,,10,52.588702,-1.111838,On or near Willow Park Drive,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",aac9997dc19fdda29734a09009ec8c65ea679899dfccd353c34ec0969de7c288,131626369,,10,52.667826,-1.147839,On or near Wheatland Road,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ad4bb4ed7eeb1baac2cdd00a1e9057b7ffd663d46db046f349653b32c2ba46bf,131626978,,10,52.631433,-1.13386,On or near A594,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c662f1f04659754e44f54b1efcbc5da4258b7a2bbaf5fe40a72d12312af96bc8,131628515,,10,52.667826,-1.147839,On or near Wheatland Road,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e94585f2fdb15420a5b450806a3f780124f6de8818c56c946822bc616e8cfc71,131628596,,10,52.634252,-1.130997,On or near Granby Place,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",3e71f132fd3c93563b444a9c149c5c7d3f6897e41821f18fe59ccacad890194a,131628601,,10,52.640594,-1.131506,On or near Royal East Street,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",ce3e99250ee8f63ad398793bc252539fa693d2b44a79eb97627c87f4ea3dc9f8,131624552,,10,52.587372,-1.094122,On or near Mere Road,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",277616ee0ed610d9128cb938a0a41447908f1a44bfad217c4fb4d7ff9d42efaa,131624695,,10,52.630693,-1.129885,On or near Wellington Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f5e46f05d7f1905ee7c4e27d2043ba952f3c28fa63f9ffa4d0f093e06d82f6a9,131644948,,10,52.626782,-1.135961,On or near Hospital,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",328e0dda877a02fcd73ca399b8b08658c8036f6997f41b889559e0be48f88377,131636967,,10,52.639517,-1.124419,On or near Edmonton Road,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",c9b0c4f91f9471cfaa1dc161ff41f12ca5f266092713b94ffde1972493f8bb54,131623946,,10,52.632534,-1.133232,On or near Market Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",43155fbd146517862ae3884811f7d21dd85725a2e42b590d563d99b927d3adf7,131631003,,10,52.637843,-1.130275,On or near Shopping Area,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",bacaba2b95f31c670faf2d4b3679e00ab3ddbba614e3f769d487fdc64840efb0,131642402,,10,52.632387,-1.134077,On or near Pocklingtons Walk,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a9a0456491c364e70794d68481c9351ce1966b47b2d306ed62c9897a89d4188b,131629761,,10,52.630796,-1.132868,On or near Marlborough Street,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",9e0cd6300192c554aa5414bf28f8c27007d96876cd767d104ba0a8becf73828c,131625336,,10,52.601737,-1.132467,On or near Boulder Lane,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",3376a059280489ac659febaf945d780967d28b56ff89bee4c0baa792e5560d68,131644914,,10,52.626782,-1.135961,On or near Hospital,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d349e706e5975e6dceaeb0713bbc48c7435c19fa0d664a9edb3a948af95a97c5,131644749,,10,52.631302,-1.120978,On or near Lincoln Street,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",1e96a7122646afcdc51d10d52af1dac1896bdfc8b02c8b4a3825728324255c3a,131622512,,10,52.599798,-1.124281,On or near Lamborne Road,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f8237cece0216e735ab4b2f0c9dc9731efbeae0a41e61ec0ceb107edf3fd8597,131643963,,10,52.634675,-1.140859,On or near St Nicholas Circle,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e52b36169c2aa894366f10edaaf9a5a74c327b1a7d8536caaa281b94426eddd4,131644407,,10,52.611097,-1.137495,On or near Clifton Road,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",f495e7910f76366c59ef6c791ca8c6fc8bdb1bb1f3c459da1ef5bf12e5db9ed6,131622994,,10,52.632795,-1.135798,On or near Millstone Lane,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",85b82c2b05e93120b41cc7764f33041be2ad37cc057c388ad61daa8c6ee0cd84,131622998,,10,52.632795,-1.135798,On or near Millstone Lane,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",cf8c71df9885c99c0d3d9c6bfdffc584d94f050ad0d60185f1e4e6107ef222eb,131623000,,10,52.632795,-1.135798,On or near Millstone Lane,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",7cca12cd435e491e688080f3a408814f16d0beaf27bfd02bc01e5336500c2c7c,131623002,,10,52.616105,-1.132611,On or near Euston Street,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",15133b5777aed36f34ec88807cdadb1026f79e85383dcb6f7b1021187a6747bb,131623005,,10,52.632795,-1.135798,On or near Millstone Lane,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",fcc5fa0a3d8aefec5f670bd0bbcd4653e247a1d4f47d26def6f1bffb450a1e50,131643246,,10,52.635647,-1.137293,On or near Shires Lane,2025
public-order,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",1dd7fd150d3ba7e9d2451edf6fc5c4e6372d605d175e49c56a7b424543afe63a,131623018,,10,52.657955,-1.143966,On or near Norwich Road,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f8caa674ddda0e45eab9f9339fe6854cce85f8a5a4e8c0a13e37590fc0fa5234,131630090,,10,52.582765,-1.104169,On or near Police Station,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",ecc0101eaef8e09c55795691a69e90af6fdf496885093f327f2333dab68c7e00,131623323,,10,52.641576,-1.125708,On or near Ontario Close,2025
public-order,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",9115fc49ad6d990c1f321c0e19c97dd710530e6a7a4aa26b6fefc9fb3b72f163,131623338,,10,52.586073,-1.106518,On or near Shopping Area,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a8be92f6c2b1f5fb6a50fe08c7a35afc5a18ea24af26374e280a37d4e18e11e3,131623669,,10,52.649057,-1.143105,On or near Devonshire Road,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e02fb557ffdac5b128785ca1e798ad7a6d5f2ec1199165a1107b81b4756e6b4e,131623896,,10,52.636235,-1.142794,On or near Blackfriars Street,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",2be9dc028b1e932863102820e7ee48b8dac0a82fc2ebd10adf9abf49f1ca9dde,131624116,,10,52.668705,-1.146225,On or near Bewcastle Grove,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c01ab074c9fb814c1cce8309948f6d0e93153c01deaad30b43a45c40b20838c0,131624244,,10,52.633053,-1.129306,On or near Granby Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",4e1e3dcb1480492729143c74c135664d5b3a21c8a0160273023a589d4b98c8b5,131627060,,10,52.628462,-1.126029,On or near De Montfort Square,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",9130a4a8110612a077539ce6f384b360bbc8c22c229879010b793d4343daff8e,131624302,,10,52.635488,-1.136395,On or near Carts Lane,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",4216c234a455869fc0f9abd8c6a0f54ed00c7f7f2ef2117aa257b8cba05b78a9,131624305,,10,52.635559,-1.131414,On or near Shopping Area,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",16a323b329cd896e31dab39e16fdf9d8af219c638033af12a0d9cf810a4a2e3f,131640248,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",5ad2f98cad760713cfab5397d3b49ebd3e567a96a1b85ec774240ed5c3470237,131640462,,10,52.634403,-1.138027,On or near Conference/exhibition Centre,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",18e1bc979e2df1973963d205d0a9a82699eec63d0ba851a1d23d0e71a4728b3b,131640598,,10,52.667826,-1.147839,On or near Wheatland Road,2025
public-order,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",1550a0a46fe0d6e5c91eb3987467190e9453a22433d7184bf9e8668a8d37579c,131640713,,10,52.635488,-1.136395,On or near Carts Lane,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",26b5733bac9cfc591f6a9808771b3d204457c65aff0fd44cb3ac96c9ff7c539d,131640722,,10,52.67,-1.150045,On or near Bedale Drive,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",521525e32eeb56b31ce533d4048fb1ee7d0c6a549af5185cda241662533bac1c,131625510,,10,52.638387,-1.133264,On or near Mansfield Street,2025
public-order,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",e8374710f5d917cdf45f2deb91a076234c9375c72c0f044a306d3085a9323f12,131631006,,10,52.635078,-1.139462,On or near St Nicholas Place,2025
public-order,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",2befa1432afef5231fee2993663c4fe6fcf64db01c3f906a4871957fd88c1520,131640762,,10,52.638882,-1.133417,On or near Sandacre Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5d0fce322417dc2a10a38e52dd8bcc095656bf166e469d9878d51cf0e591358c,131644572,,10,52.638387,-1.133264,On or near Mansfield Street,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",62292121d0885e68be31feb60ab639e60a345a2d7470092a4b467924da86fec9,131641570,,10,52.647878,-1.140467,On or near Wolsey Street,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",6c161606d7f8321dede3b3a4e34a57f91fa6a0c6e55d48e5667289e305f4029b,131641692,,10,52.644898,-1.151078,On or near Medina Road,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e51d1d3e73f28f6680a24835985303db0d4cee451e16a667e4fa27144f038b50,131624879,,10,52.632746,-1.127791,On or near Northampton Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",54408a688506ed35e62d09b8dd0ccf54de2f4199c85a3bacde2af1a67c7e3804,131633634,,10,52.615958,-1.112793,On or near Burlington Road,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",833140c60b8bff34a8c9e4a2a15e7a114aa4d6189a36a528cf04798632ba58a8,131633637,,10,52.635797,-1.131926,On or near Fox Lane,2025
public-order,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",01b3948fa844145e2feb3d83dd6495b17b3fcfc4503e675b02915c5dd3b98059,131633915,,10,52.626768,-1.123078,On or near Further/higher Educational Building,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",76c0147bd25e271089893f4b134c0e956d2312be6079397968fa3a4c9b7be599,131629834,,10,52.630693,-1.129885,On or near Wellington Street,2025
public-order,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",e2c6db094c2aac732fe1a6a6e3bc32e5475bb8dd23203ebc54b7f5a62d0e6dad,131628848,,10,52.630574,-1.131985,On or near King Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7cbfebbc61f41e27ebe718cb51d8eb2982dadb929b89b77e7a158eecb4edc874,131632673,,10,52.636623,-1.142978,On or near Ruding Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",aa488ef2052fbae4aaf1bd8e8fe28e777be114e530b99d811afc6105ddd55cba,131644729,,10,52.661552,-1.154142,On or near Parking Area,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f7aa1335c3464d7fa7c79f92c098395209da7a3f9b8bbc2204314d8c3f8bda6d,131644873,,10,52.630574,-1.131985,On or near King Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",4593b1d02b2e2d39d39b61255c253e47ed7e171c61471fdf48dcc4de247b671f,131644954,,10,52.626782,-1.135961,On or near Hospital,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",3167c387f41f21161cb464a39b56ec961c47603392aa873a14d080c99316c399,131636375,,10,52.616105,-1.132611,On or near Euston Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ad9e22143d0fd979acaf16d227cb2bb1f75cf63fb6c5a977c72c64b90b7d4f7a,131636825,,10,52.61161,-1.137544,On or near Saffron Hill Road,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d043b783ac0055e91fea32546a0c32d25f9532ed339485aa814c84ec560e5b45,131642522,,10,52.634252,-1.130997,On or near Granby Place,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8e68dd37ee933108f5106a15eff7c85207210e1b2e14cf7ddca4777a91af0c52,131643666,,10,52.639558,-1.132473,On or near Nightclub,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8af519994aa88ed33698fdf498efc26bf00cc92935455a12066431f75f98a775,131645095,,10,52.633879,-1.132821,On or near Horsefair Street,2025
public-order,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",d4249eea46115b23e38f9c4aef88b704b98d1871ffbca280c82666e13dc34b7a,131645100,,10,52.637041,-1.131222,On or near Parking Area,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1bf108bbb8d04b0670f41702a4b6a6291687a31f671edd411f6b2d48f1674fcb,131640667,,10,52.619036,-1.116866,On or near Orlando Road,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b9ecd02c479bc7fcd92e4f2fa79a62b52217bdf82b64bc26b3caa858eae11ee6,131628929,,10,52.633317,-1.127203,On or near Church Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",716159dc15777b6a78a6c9a54c633c9c67a7bcec88c4cceb6af2d3cd6a49e6cf,131635780,,10,52.634991,-1.13605,On or near Loseby Lane,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",cc9e30be569d330c26495e12f5bff914522622b0277985fce9525642ebd3a02b,131625742,,10,52.635399,-1.134107,On or near Shopping Area,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b3ad5a11f030c941ef32dd89e4253c57d747aa4319209e19293b5eb3aa887c9b,131635388,,10,52.633898,-1.135392,On or near Grey Friars,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7f575de86628057c5e4c613202c1285f04ff792db83053d0e43b056d741330dc,131622439,,10,52.633053,-1.129306,On or near Granby Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",378619d40914280bd16dcb7dc309227be872a61681cef87a17c83db938ef1a58,131624770,,10,52.619523,-1.111037,On or near London Road,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c23123e8977a5b188b99380f5d3e42b075504dada2afbba25ae4dbade63ed092,131638584,,10,52.632272,-1.145442,On or near New Park Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",730078d2bf9ee00e4dda28dbf9cdeb9d4e73ead175bb6609c66f6b76470d375f,131632776,,10,52.637257,-1.139936,On or near Highcross Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1b2cbd6f6c36adb51d803689bbde54ebf25142b9b9e04804c07391b671d80ee2,131628854,,10,52.633879,-1.132821,On or near Horsefair Street,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",0fa3268e361c42e91a7c4406264e2401e0b9ce9a3a989644f283aec64334cc05,131638494,,10,52.624679,-1.114123,On or near St James Terrace,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",74c59ec0f893c915c6c851b8b2853193200e1c72ff1174c3d831a7d0c8160837,131627092,,10,52.63119,-1.122887,On or near Andover Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",4e67e2e8301b9674210848c657124abce12e50f1f66db0f35dc43955d5f411f7,131635214,,10,52.628462,-1.126029,On or near De Montfort Square,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",2ee173aa67e3a02c7bdd290873db456f3a9f7a1e28500acae9cb4aae92874fba,131622478,,10,52.58873,-1.108412,On or near Horndean Avenue,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c4b3967d2c0ef9ab34192f9fbfe6bdce40771ddd93d676ecb9dbf96f1a73bf4b,131640128,,10,52.632171,-1.130358,On or near Stamford Street,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",037f03c57d43ae478b99ee2e152079d3d22c04e4906b9de0fd160a6149fd0006,131625008,,10,52.623392,-1.124756,On or near University Road,2025
robbery,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",31c4d39066159520d9492248f9005a428d380831e58a84322f11fca295166df4,131631272,,10,52.632955,-1.140434,On or near Castle Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",420bf1b2f2e813a90320d02284b5498b28d81ee2635a3f90a3fa75e3e1cd60be,131623199,,10,52.634764,-1.129612,On or near Halford Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",09a16614227ee9e485a4caa9c6d2d6be112d8caf8663faf9e82b546d2de6da01,131640180,,10,52.636623,-1.142978,On or near Ruding Street,2025
robbery,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",dd548ac78618a70390878d9ab111556828508a4ad384cc3f0dddc7386f8916b3,131632228,,10,52.631302,-1.120978,On or near Lincoln Street,2025
robbery,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",05633a0bf351d2424d9b12d5bedd3a8c0bd4d37a2faf4df1f48f51d063e7d79e,131638143,,10,52.627598,-1.130729,On or near Tower Street,2025
shoplifting,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",08badf9315ac426df5299f2ca8e455774b0f95ca7bb0555fa40e0109c7315eba,131622760,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",de3c98f4b3a2f9527dc0b1352ce5f3fd195b3848e873c0bcfe3bf3a4ac84f737,131635287,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",a4fe292c3b4e4d6aa4ecb337ee303342de06d61c4dcd03157c295db57b8dcaa5,131643343,,10,52.637031,-1.129878,On or near Clarence Street,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a119da2c4bd11567493c555ae9dec4d71be15706b8ff598e660cc598245f790f,131628997,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5d852f80c3a0edc5088c045cb85058b2f512da0439a0ab79cdd693083b0be180,131645310,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",21d0030fa4bcd72733bbe23293e44d4860969bb4443d6045066d4d905e9649b4,131644166,,10,52.635797,-1.131926,On or near Fox Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",221a2b9efcfd0d08663daabcf2d05b26342e90d5265794aa32f61357d8904472,131627613,,10,52.63606,-1.120153,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",2181d5dcec2a561b978de4178db96c5b2c3cc379aab4350ee2d15ca2308c4202,131644645,,10,52.632052,-1.146096,On or near Supermarket,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f06093692d162585f3ee71f3c9eabcf0376b88f3360b90170c00c58ab1620676,131639045,,10,52.666569,-1.136788,On or near Thurcaston Road,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",b11801de30997006cd9398114731c58cbe74c011a10dff518ebc92778f4d15a8,131632969,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",759a621d039c5d11f64de88bcf9212689f73544cb9b4d575a386795c2235a609,131630798,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",2c4e4299c65a2db966331bcc1845f805b197d279f842506cb00204cc0a8cb732,131631846,,10,52.636041,-1.133444,On or near East Gates,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ed794975f04c250c0210f5fe1e530cd049080f0fa2002b28d66c246db1e4fd27,131645306,,10,52.637101,-1.130778,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7b1ca15812f463c55c91908483363a85ddcb56d424b3a5b7dcc438f7ec94f38c,131628386,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",146f8fe034089c3417704b5df3e64d1446a17b01802626c68e9950b811f287d8,131628360,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",bcf7ba16e03e42444aff56d14382c3dd42e804b655c32a9dc48a8ce8d3bc8335,131626107,,10,52.649057,-1.143105,On or near Devonshire Road,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",ff2c6b58daf6116304cb386073959489901d3f16b9156822831bd8fb17e5bef6,131631337,,10,52.634477,-1.132159,On or near Market Place Approach,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1ba791f65adf0e31e8b89cd18f1353e02bb9d278a0854d2ece6baf5bc2afc299,131631373,,10,52.634477,-1.132159,On or near Market Place Approach,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",0365003c82d4f3b460893129a2f8370d375a65d65121698dd006e724213f57a3,131645629,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",2c8df5d60ad67337137279d326e3572cb80217f8f2139da1c38d24917a57987f,131645587,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",0fb6c5b345d3da95f96aaf6f3f73c3f83aae1abf1a39745843f9b847919d2b6a,131629262,,10,52.634849,-1.127749,On or near Rutland Street,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1b8c368383f94a69e4d813a976837d9ce60382ef631814efe1053b3417190a11,131636696,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",317bfe1f2cecd7ec233ff2249c28a759b7256a26510e78e0a4a819138d2addb0,131645309,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1b4600da9cbc8c738fa79284a33bd73eae6632ab329ae54f2408e444d42698a4,131645298,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",257308d25ee5e206c0c2997a0cfad8456d8d06b49a90053255a753d19912c35c,131623226,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",02d4c2c126bd3aed46e8b80009837d04c3fd5c9086cf82d8a39728f0c6514d33,131645290,,10,52.627455,-1.118736,On or near Mill Hill Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",397cb3461e5bcf073e29977730b296dbcf8d885ccd13279963e922b370f51313,131645215,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f2e09ce74db2374ba1fab0b84a0867bbb906d4b20d1a1438986e2bfaa6dad8f0,131625978,,10,52.649057,-1.143105,On or near Devonshire Road,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",4203df0455d3f8af8097c52eaf05c73a478ccfe1621a526ec189775300e7bce2,131630864,,10,52.636826,-1.137418,On or near Parking Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",9e5241a8eeb1a7827d179196a7474645cea931584984eb9321b461c9de5b28d7,131623691,,10,52.635559,-1.131414,On or near Shopping Area,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",2df24033363a0defafa8fe3b711600b44a6debcc8cc2017f192b585cb1490e2a,131623718,,10,52.634991,-1.13605,On or near Loseby Lane,2025
shoplifting,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",9a1f78a19e806b2b66c29a5ee298f2216b9baf6c1803cd0ff8a0a82a3ef7701e,131624991,,10,52.631814,-1.126996,On or near Theatre/concert Hall,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f6726583dcf0cd72103882c087d7a27303ed6239ec190ab2ab1f3cf5c102c8e2,131637397,,10,52.666569,-1.136788,On or near Thurcaston Road,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",59c210eec2f4be22e6367903263d4d7968416377052751deb56f89dec74f1b48,131623907,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",b1db3ec46b6a27b32ccb9856786e3f8b39b1abab7e1aa7356e04cf05f8c32441,131632206,,10,52.628717,-1.142394,On or near Mill Lane,2025
shoplifting,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",e66cc7e723f6e666c95a8846c1c5bba0810b36c56dc509c4309b7fca8d1d53af,131637817,,10,52.637101,-1.130778,On or near Shopping Area,2025
